19  20
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
1	0
1	0
1	0
1	0
1	0
1	0
1	0
1	0
1	0
1	0
1	0
1	0
1	0
2	0
2	0
2	0
2	0
2	0
2	0
2	0
3	0
3	0
3	0
3	0
3	0
3	0
3	0
4	0
4	0
4	0
4	0
5	0
5	0
5	0
5	0
5	0
5	0
6	0
6	0
6	0
7	0
7	0
7	0
8	0
8	0
8	0
9	0
9	0
9	0
10	0
11	0
12	0
13	0
14	0
14	0
15	0
15	0
16	0
16	0
16	0
17	0
17	0
17	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
18	0
19	0
19	0
19	0
19	0
19	0
19	0
19	0
19	0
19	0
19	0
19	0
19	0
19	0
19	0
19	0
19	0
19	0
19	0
19	0
19	0
19	0
19	0
19	0
19	0
19	0
19	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	1
3	1
4	1
6	1
7	1
8	1
10	1
11	1
18	1
19	1
0	2
0	2
0	2
0	2
0	2
0	2
0	2
0	2
0	2
1	2
1	2
1	2
2	2
6	2
10	2
18	2
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
6	3
15	3
15	3
19	3
0	4
0	4
0	4
0	4
3	4
6	4
6	4
6	4
7	4
13	4
0	5
2	5
3	5
14	5
0	6
0	6
0	6
0	6
2	6
2	6
7	6
11	6
12	6
13	6
17	6
18	6
19	6
0	7
1	7
3	7
4	7
12	7
15	7
0	8
0	8
0	8
0	8
0	9
0	9
0	9
0	9
1	9
12	9
14	9
14	9
14	9
16	9
18	9
0	10
0	11
0	11
3	11
4	11
6	11
12	11
0	12
0	12
8	12
13	12
17	12
0	13
0	13
0	13
0	13
0	13
9	13
17	13
17	13
0	14
14	14
19	14
0	15
0	15
8	15
18	15
0	16
0	16
0	16
0	16
9	16
16	16
0	17
0	17
0	17
0	17
8	17
11	17
14	17
17	17
18	17
19	17
19	17
0	18
0	18
0	18
0	18
0	18
0	18
0	18
0	18
15	18
16	18
18	18
18	18
19	18
19	18
19	18
0	19
0	19
0	19
0	19
0	19
7	19
16	19
17	19
0	20
0	20
0	20
0	20
0	20
0	20
0	20
0	20
0	20
0	20
0	20
0	20
0	20
0	20
0	20
0	20
0	20
0	20
0	20
0	20
0	20
0	20
0	20
0	20
11	20
12	20
13	20
15	20
16	20
16	20
17	20
17	20
18	20
18	20
18	20
18	20
19	20
19	20
19	20
19	20
19	20
19	20
19	20
19	20
19	20
19	20
19	20
19	20
19	20
19	20
19	20
19	20
19	20
19	20
19	20
